,Surface Displacement,Displacement Into Surface,Load On Sample,Modulus,Stiffness^2/Load,Hardness,Row Number,Contact Depth,Contact Area,Time,Unnamed: 10
597,16635.33803678074,869.847412384045,68.15218451500319,286.26135557668755,17363.356216948963,4.263689313418882,22.0,822.8596984160326,15984322.380270874,2058.4219999652137,597.0
598,16621.055332268435,936.5531238261716,64.17442058874394,334.7692805669218,27966.378207866554,3.375473501671704,22.0,900.6258612365275,19011975.818196036,2061.491999965141,598.0
601,14671.940209041351,977.4740554811883,58.69093857218521,377.67911898200924,40534.86846934554,2.7915974119463143,23.0,948.935472415852,21024141.346823223,2080.8359999646837,601.0
602,15727.319815902072,869.7068247231135,72.70869617035656,312.00587442776316,18622.429790139504,4.548925980849322,23.0,822.8431576532911,15983706.14876025,2085.011999964585,602.0
603,15727.319815902072,977.4068459232228,151.7755839625677,451.4162156059999,18703.256971305073,7.828252339218449,23.0,909.8446744937278,19388182.366349287,2087.451999964527,603.0
605,15226.714271133014,928.8765840738688,61.97926276940393,272.7074090519971,20444.402275174358,3.3527820703355156,23.0,887.5816043177936,18485920.489070624,2092.4239999644096,605.0
606,16708.140306216967,910.5754545339611,28.334456637545173,200.01289856883153,26796.555731157696,1.5373991511903133,23.0,886.1872841918299,18430123.768188342,2097.105999964299,606.0
607,16437.126833786075,846.2054279124578,44.70572424691644,253.38490921244792,21219.429846565774,2.8704992632401436,23.0,811.7802672619313,15574198.126235992,2099.973999964231,607.0
610,17623.4749113008,988.6240008809789,29.874124177350694,183.69192782198772,25820.047944111637,1.380903617890737,23.0,963.1128335029254,21633750.386563517,2109.835999963998,610.0
611,18081.98086530931,971.0355273824015,27.77184328436279,153.36255816027236,19507.20553779156,1.337736017502341,23.0,942.7368533670216,20760331.575892698,2113.387999963914,611.0
612,17823.633634848065,946.4085920967387,27.546677999644402,218.58471989179478,34751.26962289048,1.3754901633991805,23.0,925.292646148823,20026808.429927018,2116.265999963846,612.0
613,17424.762724795553,969.3386895892287,27.855972832164763,144.33989701289894,17360.4104674115,1.3512739151218338,23.0,939.2958877084623,20614601.17037278,2118.923999963783,613.0
614,16795.692040573078,994.3905861488835,60.6197618736848,264.3675774148794,22938.31702341237,2.8433645907852,23.0,955.8349741562663,21319728.771379456,2121.463999963723,614.0
617,16022.138822600864,909.2312329662475,28.163381108240316,168.88509812181985,19971.31934886927,1.5452363221615846,23.0,881.0668473868642,18225937.8092041,2129.2539999635387,617.0
624,16272.42911095074,924.355789254271,60.71378750662938,287.50827375364435,22592.794827883557,3.299356341499629,23.0,885.4763540514668,18401706.642888308,2148.489999963084,624.0
626,14956.337764364664,903.8797646106875,53.4409936595312,272.07587162346897,22602.188884061165,3.021499717600663,24.0,867.4108132438532,17686910.02955581,2165.1739999626893,626.0
627,14715.235493253143,956.1882221659081,56.70549291181367,328.4940328212589,32355.056735652768,2.8344421987411286,24.0,924.7901671943704,20005873.79661455,2168.0759999626207,627.0
628,15230.551827706455,865.5092831341651,59.95912738591505,262.4147851241089,17111.617307079734,3.7664363035130215,24.0,821.1133298423682,15919326.003200991,2171.861999962531,628.0
629,14996.891750376994,918.2320155188701,56.32258400356466,314.51962192396104,27968.424012062238,3.0667215873206737,24.0,884.5755464675462,18365731.090957116,2174.701999962464,629.0
630,14627.22681720699,967.4413344300492,65.36644118297338,379.4970424941585,35648.619662684745,3.1968580196367213,24.0,935.3256394427722,20447089.22994377,2177.527999962397,630.0
631,15173.78520714376,937.3031687780077,73.42804272678613,296.91319682868743,19920.088116820603,3.9363260618829243,24.0,891.7680355307405,18653953.34950026,2181.297999962308,631.0
632,16740.645467393424,906.6488717461644,30.282526132278388,260.6604567386449,38761.34902885714,1.6448891902155898,24.0,885.6856575462849,18410070.60682876,2186.2159999621917,632.0
633,16927.657613001928,895.542013963351,29.858868149918454,246.07606895857805,34879.57136890881,1.665289173326576,24.0,873.5981872901634,17930140.079078566,2189.509999962114,633.0
635,17019.28128668571,920.9449465905268,32.093900233325535,222.39125645000644,28847.5069458049,1.7051532917334031,24.0,895.9289177333112,18821709.689631436,2195.2259999619787,635.0
636,17867.723422729556,931.2785086962554,28.79784968924179,188.14014878617738,24786.402049310742,1.4983920131761015,24.0,905.71417082799,19219169.24009743,2199.191999961885,636.0
637,18289.63720182406,1013.2594576726083,27.27107840880339,153.0205972833805,21601.709040558922,1.2033177203797878,24.0,986.6112279635414,22663240.09605391,2202.7539999618007,637.0
638,18092.7328198854,953.5083524959288,26.001977202866193,165.9615355088166,23210.903160872207,1.2899884320826713,24.0,928.405768429708,20156752.22830201,2205.691999961731,638.0
639,17611.195211397382,967.9918170460329,27.81937754603304,168.39755187741622,22872.7105700768,1.3424973660822646,24.0,941.8355266499536,20722109.591333337,2208.407999961667,639.0
640,17033.79048711963,947.3485926713254,29.18543070695659,157.412937313299,18438.759459778074,1.4812094588534097,24.0,917.5099909659729,19703783.642827097,2210.907999961608,640.0
641,15653.741581356764,944.4956806746953,62.49394453067873,417.9622165557607,41174.18139267068,3.186586449011873,24.0,915.2765194040501,19611564.139443778,2213.433999961548,641.0
642,15418.460254778709,940.886099468706,58.84590143178259,346.5934529065731,32733.272602602705,3.0400171833622447,24.0,909.0862796136914,19357095.003883928,2215.8359999614913,642.0
643,16266.08445357047,860.6065036099715,32.26908627922344,204.2103282799336,21565.247716264854,1.9783161779234761,24.0,831.5945234414203,16311389.776478715,2219.2999999614094,643.0
644,17060.886500518835,937.7306423087398,27.882872595703162,172.19197567293736,22251.81806976005,1.434079247032979,24.0,911.1816971552337,19443048.669305477,2223.3479999613137,644.0
645,16559.297580324404,903.4890059178958,37.88418719492008,236.44788526004285,25821.595147481177,2.1074808291926455,24.0,874.7614474953514,17976053.053556427,2225.9759999612515,645.0
648,16559.297580324404,945.1896927450182,256.3367732646886,748.2230458091766,19058.83200880159,14.792983563500801,24.0,858.209857850166,17328267.29404043,2233.269999961079,648.0
649,16740.192281160955,883.9830870944259,66.37175418356804,405.96931479142086,32238.720366058267,3.902033373826682,24.0,849.9529253110225,17009530.115442857,2236.5099999610024,649.0
650,16847.399981462095,1018.7578543157971,31.693495596344544,160.6646865775066,20338.828795797453,1.391532629010061,24.0,989.1516069114035,22775962.945900425,2239.8399999609237,650.0
651,14213.584588337219,952.9632161642843,66.41994986613602,394.7428944958279,36069.93866897822,3.347920839435229,25.0,920.7793781885846,19839163.783018418,2251.785999960641,651.0
652,14628.82033084386,944.737060338494,65.38499506645574,375.7183834498576,33417.073904846635,3.360201126548671,25.0,911.561665413915,19458655.182826504,2255.3699999605565,652.0
653,15453.33439802237,969.8227836687148,42.95565281800892,198.79186131140904,19375.805331298216,2.1043563756858106,25.0,934.509220215059,20412727.290076837,2259.3939999604613,653.0
654,15107.713362086673,967.038975279042,57.73368679580346,321.60011075079376,31410.293952827622,2.8261311659176904,25.0,934.8846123823467,20428523.45002763,2262.1439999603963,654.0
655,14911.427193892683,915.5552138324383,72.48352785474998,349.06312882727724,24965.73523571171,4.028845818819243,25.0,875.1433626935608,17991139.674834505,2265.113999960326,655.0
656,14643.75403645049,929.0926269350656,68.85059838750729,355.0980066187534,27971.178518854922,3.690026817533908,25.0,891.8826209024884,18658563.14657383,2268.041999960257,656.0
657,14957.346497528397,920.3646128357444,62.737064400151006,373.54303884361923,32801.544425620705,3.3939017624013013,25.0,887.5644338355962,18485232.865362134,2271.4419999601764,657.0
658,16770.394947268254,928.4212340167282,29.516126571030615,208.95332442909918,28790.36047966735,1.5400383761045724,25.0,904.4070743384943,19165838.351177815,2276.4259999600586,658.0
659,17077.734703160993,899.1049135963891,31.206022989626117,253.200956018035,35200.99178796129,1.7283262810590023,25.0,876.774178200472,18055631.816525504,2279.833999959978,659.0
661,16780.964415001883,1174.2821357538674,116.31896023340218,586.8729584834124,53730.682154717506,3.8854541792116075,25.0,1139.3861603655846,29937030.49073257,2284.983999959856,661.0
662,17952.82567615801,951.069674638717,29.573639507933645,185.0169638666284,24426.86819897196,1.4776842872200864,25.0,924.9733253735471,20013503.401033964,2289.381999959752,662.0
663,18414.859210303184,1011.3703894141693,27.78879107623833,157.17422831316426,22136.490142177394,1.230522339513697,25.0,984.7973207915094,22582922.864464596,2292.9979999596667,663.0
664,18093.52953177907,988.6417896941366,26.851918352829003,168.8372402579841,24895.76489319265,1.2389775558646718,25.0,964.0105548276,21672643.080357727,2295.7599999596014,664.0
